uid,speed,timestamp,minutesHour,minutesDay,distortedMinutes,morningrush,morningfall,morningrise,remainingday,weekday,holidayfr,holidaych,schoolfr,schoolch,humidity,pressure,rain3h,snow3h,temperature,weather
30-2-2017+216052,31,1490893161000,59,1139,26.248809496813376,false,NA,NA,569,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+216184,40,1490894159000,15,1155,26.551836094703507,false,NA,NA,585,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+216448,38,1490894888000,28,1168,26.795522013948524,false,NA,NA,598,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+217154,45,1490896136000,48,1188,27.16615541441225,false,NA,NA,618,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+216890,42,1490900050000,54,1254,28.35489375751565,false,NA,NA,684,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+217242,40,1490903782000,56,1316,29.427877939124322,false,NA,NA,746,thursday,false,false,true,true,40.0,1023.0,,,21.0,clearorclouds
30-2-2017+217416,39,1490907584000,59,1379,30.479501308256342,false,NA,NA,809,thursday,false,false,true,true,66.0,1023.0,,,12.24,clearorclouds
30-2-2017+217328,46,1490911202000,0,1440,21.213203435596427,false,NA,NA,870,thursday,false,false,true,true,66.0,1023.0,,,12.24,clearorclouds
30-2-2017+217502,34,1490914862000,1,1501,19.72308292331602,false,NA,NA,931,thursday,false,false,true,true,66.0,1023.0,,,12.24,clearorclouds
31-2-2017+221183,28,1490935915000,51,411,6.244997998398398,true,39,NA,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+219207,26,1490937414000,16,436,3.7416573867739413,true,14,NA,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221095,24,1490938647000,37,457,2.6457513110645907,true,NA,7,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221405,28,1490939466000,51,471,4.58257569495584,true,NA,21,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+217887,33,1490940360000,6,486,6.0,true,NA,36,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221625,31,1490941364000,22,502,7.211102550927978,true,NA,52,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+218109,32,1490942297000,38,518,8.246211251235321,true,NA,68,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221359,24,1490943361000,56,536,9.273618495495704,true,NA,86,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221269,34,1490944195000,9,549,9.9498743710662,true,NA,99,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+221537,31,1490945029000,23,563,10.63014581273465,false,NA,113,NA,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+218063,36,1490945962000,39,579,11.357816691600547,false,NA,NA,9,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+218197,35,1490947247000,0,600,12.24744871391589,false,NA,NA,30,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+219293,40,1490948994000,29,629,13.379088160259652,false,NA,NA,59,friday,false,false,true,true,93.0,1021.0,,,5.96,clearorclouds
31-2-2017+218329,36,1490950825000,0,660,14.491376746189438,false,NA,NA,90,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+217973,42,1490952520000,28,688,15.427248620541512,false,NA,NA,118,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218417,36,1490954494000,1,721,16.46207763315433,false,NA,NA,151,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218283,36,1490956127000,28,748,17.26267650163207,false,NA,NA,178,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218637,42,1490957913000,58,778,18.110770276274835,false,NA,NA,208,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218725,40,1490959705000,28,808,18.920887928424502,false,NA,NA,238,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218549,40,1490961661000,1,841,19.77371993328519,false,NA,NA,271,friday,false,false,true,true,58.0,1022.0,,,13.08,clearorclouds
31-2-2017+218901,32,1490965293000,1,901,21.236760581595302,false,NA,NA,331,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+218989,38,1490963403000,30,870,20.493901531919196,false,NA,NA,300,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219381,37,1490966947000,29,929,21.88606862823929,false,NA,NA,359,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+218811,37,1490968722000,58,958,22.538855339169288,false,NA,NA,388,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219469,37,1490970475000,27,987,23.173260452512935,false,NA,NA,417,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219601,36,1490971342000,42,1002,23.49468024894146,false,NA,NA,432,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219865,42,1490972265000,57,1017,23.811761799581316,false,NA,NA,447,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+220129,34,1490973203000,13,1033,24.145392935299274,false,NA,NA,463,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219075,37,1490974046000,27,1047,24.43358344574123,false,NA,NA,477,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+220307,35,1490975084000,44,1064,24.779023386727733,false,NA,NA,494,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+220481,34,1490975907000,58,1078,25.059928172283335,false,NA,NA,508,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+219777,37,1490976834000,13,1093,25.357444666211933,false,NA,NA,523,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+220041,40,1490977641000,27,1107,25.632011235952593,false,NA,NA,537,friday,false,false,true,true,34.0,1019.0,,,18.47,clearorclouds
31-2-2017+220261,40,1490978578000,42,1122,25.92296279363144,false,NA,NA,552,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+219555,42,1490979419000,56,1136,26.19160170741759,false,NA,NA,566,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+219687,37,1490980504000,15,1155,26.551836094703507,false,NA,NA,585,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+219951,37,1490981302000,28,1168,26.795522013948524,false,NA,NA,598,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+220657,42,1490982544000,49,1189,27.184554438136374,false,NA,NA,619,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+220393,46,1490986619000,56,1256,28.39013913315678,false,NA,NA,686,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+220745,42,1490990343000,59,1319,29.478805945967352,false,NA,NA,749,friday,false,false,true,true,30.0,1016.0,,,19.25,clearorclouds
31-2-2017+220919,45,1490993947000,59,1379,30.479501308256342,false,NA,NA,809,friday,false,false,true,true,47.0,1016.0,,,12.69,clearorclouds
0-3-2017+220831,40,1490998083000,8,1448,21.02379604162864,false,NA,NA,878,friday,false,false,true,true,47.0,1016.0,,,12.69,clearorclouds
0-3-2017+221005,48,1491001226000,0,1500,19.748417658131498,false,NA,NA,930,friday,false,false,true,true,47.0,1016.0,,,12.69,clearorclouds
1-3-2017+142873,37,1491058392000,53,1013,23.727621035409346,false,NA,NA,443,saturday,false,false,true,true,62.0,1014.0,,,11.63,rain
1-3-2017+143047,40,1491061186000,39,1059,24.677925358506133,false,NA,NA,489,saturday,false,false,true,true,62.0,1014.0,,,11.63,rain
1-3-2017+143307,36,1491063867000,24,1104,25.573423705088842,false,NA,NA,534,saturday,false,false,true,true,62.0,1014.0,,,11.63,rain
1-3-2017+141786,37,1491066893000,14,1154,26.5329983228432,false,NA,NA,584,saturday,false,false,true,true,66.0,1015.0,,,9.8,rain
1-3-2017+141568,43,1491069157000,52,1192,27.23967694375247,false,NA,NA,622,saturday,false,false,true,true,66.0,1015.0,,,9.8,rain
1-3-2017+143133,40,1491073007000,56,1256,28.39013913315678,false,NA,NA,686,saturday,false,false,true,true,66.0,1015.0,,,9.8,rain
1-3-2017+141872,37,1491076694000,58,1318,29.46183972531247,false,NA,NA,748,saturday,false,false,true,true,66.0,1015.0,,,9.8,rain
1-3-2017+141654,40,1491080399000,59,1379,30.479501308256342,false,NA,NA,809,saturday,false,false,true,true,66.0,1015.0,,,9.8,rain
1-3-2017+141958,32,1491084053000,0,1440,21.213203435596427,false,NA,NA,870,saturday,false,false,true,true,87.0,1016.0,,,8.3,drizzle
1-3-2017+141740,53,1491087535000,58,1498,19.79898987322333,false,NA,NA,928,saturday,false,false,true,true,87.0,1016.0,,,8.3,drizzle
2-3-2017+107169,45,1491112107000,48,468,4.242640687119285,true,NA,18,NA,sunday,false,false,true,true,93.0,1015.0,,,7.06,rain
2-3-2017+106951,45,1491115754000,49,529,8.888194417315589,true,NA,79,NA,sunday,false,false,true,true,93.0,1015.0,,,7.06,rain
2-3-2017+107431,45,1491119210000,46,586,11.661903789690601,false,NA,NA,16,sunday,false,false,true,true,93.0,1015.0,,,7.06,rain
2-3-2017+107255,46,1491123167000,52,652,14.212670403551895,false,NA,NA,82,sunday,false,false,true,true,81.0,1016.0,,,9.0,clearorclouds
2-3-2017+107037,45,1491126794000,53,713,16.217274740226856,false,NA,NA,143,sunday,false,false,true,true,81.0,1016.0,,,9.0,clearorclouds
2-3-2017+107517,46,1491130066000,47,767,17.804493814764857,false,NA,NA,197,sunday,false,false,true,true,81.0,1016.0,,,9.0,clearorclouds
2-3-2017+107341,40,1491134147000,55,835,19.621416870348583,false,NA,NA,265,sunday,false,false,true,true,81.0,1016.0,,,9.0,clearorclouds
2-3-2017+107123,52,1491137334000,48,888,20.92844953645635,false,NA,NA,318,sunday,false,false,true,true,81.0,1016.0,,,9.0,clearorclouds
2-3-2017+107607,39,1491140796000,46,946,22.271057451320086,false,NA,NA,376,sunday,false,false,true,true,54.0,1016.0,,,12.94,clearorclouds
2-3-2017+107911,48,1491144631000,50,1010,23.664319132398465,false,NA,NA,440,sunday,false,false,true,true,54.0,1016.0,,,12.94,clearorclouds
2-3-2017+107999,40,1491147954000,45,1065,24.79919353527449,false,NA,NA,495,sunday,false,false,true,true,54.0,1016.0,,,12.94,clearorclouds
2-3-2017+107693,39,1491151996000,53,1133,26.13426869074396,false,NA,NA,563,sunday,false,false,true,true,58.0,1018.0,,,13.49,clearorclouds
2-3-2017+108175,37,1491163057000,57,1317,29.444863728670914,false,NA,NA,747,sunday,false,false,true,true,58.0,1018.0,,,13.49,clearorclouds
2-3-2017+108349,42,1491166862000,1,1381,30.512292604784715,false,NA,NA,811,sunday,false,false,true,true,58.0,1018.0,,,13.49,clearorclouds
2-3-2017+108261,40,1491170477000,1,1441,21.18962010041709,false,NA,NA,871,sunday,false,false,true,true,58.0,1018.0,,,13.49,clearorclouds
2-3-2017+108435,42,1491174121000,2,1502,19.697715603592208,false,NA,NA,932,sunday,false,false,true,true,87.0,1021.0,,,7.76,clearorclouds
3-3-2017+217680,28,1491195092000,51,411,6.244997998398398,true,39,NA,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+215704,24,1491196725000,18,438,3.4641016151377544,true,12,NA,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+217592,27,1491197756000,35,455,2.23606797749979,true,NA,5,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+217902,26,1491198677000,51,471,4.58257569495584,true,NA,21,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+214384,29,1491199630000,7,487,6.082762530298219,true,NA,37,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+218122,27,1491200562000,22,502,7.211102550927978,true,NA,52,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+214606,28,1491201480000,38,518,8.246211251235321,true,NA,68,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+217856,22,1491202605000,56,536,9.273618495495704,true,NA,86,NA,monday,false,false,true,true,93.0,1021.0,,,5.28,mist
3-3-2017+217766,40,1491203390000,9,549,9.9498743710662,true,NA,99,NA,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+218034,32,1491204183000,23,563,10.63014581273465,false,NA,113,NA,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214560,37,1491205115000,38,578,11.313708498984761,false,NA,NA,8,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214694,36,1491206451000,0,600,12.24744871391589,false,NA,NA,30,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+215790,37,1491208125000,28,628,13.341664064126334,false,NA,NA,58,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214826,42,1491210155000,2,662,14.560219778561036,false,NA,NA,92,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214470,42,1491211691000,28,688,15.427248620541512,false,NA,NA,118,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214914,42,1491213562000,59,719,16.401219466856727,false,NA,NA,149,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+214780,39,1491215353000,29,749,17.291616465790582,false,NA,NA,179,monday,false,false,true,true,75.0,1022.0,,,6.9,mist
3-3-2017+215134,27,1491217254000,0,780,18.16590212458495,false,NA,NA,210,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215222,37,1491218956000,29,809,18.947295321496416,false,NA,NA,239,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215046,38,1491220733000,58,838,19.697715603592208,false,NA,NA,268,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215486,45,1491222611000,30,870,20.493901531919196,false,NA,NA,300,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215398,37,1491224416000,0,900,21.213203435596427,false,NA,NA,330,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215878,34,1491226147000,29,929,21.88606862823929,false,NA,NA,359,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215308,37,1491228027000,0,960,22.58317958127243,false,NA,NA,390,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+215966,36,1491229614000,26,986,23.15167380558045,false,NA,NA,416,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+216098,36,1491230508000,41,1001,23.473389188611005,false,NA,NA,431,monday,false,false,true,true,62.0,1022.0,,,14.73,clearorclouds
3-3-2017+216362,49,1491231624000,0,1020,23.874672772626646,false,NA,NA,450,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216626,37,1491232421000,13,1033,24.145392935299274,false,NA,NA,463,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+215572,34,1491233432000,30,1050,24.49489742783178,false,NA,NA,480,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216804,47,1491234088000,41,1061,24.71841418861655,false,NA,NA,491,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216978,37,1491235130000,58,1078,25.059928172283335,false,NA,NA,508,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216274,42,1491235972000,12,1092,25.337718918639855,false,NA,NA,522,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216538,37,1491236908000,28,1108,25.65151067676132,false,NA,NA,538,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216758,32,1491237789000,43,1123,25.942243542145693,false,NA,NA,553,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216052,34,1491238716000,58,1138,26.229754097208,false,NA,NA,568,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216184,51,1491239651000,14,1154,26.5329983228432,false,NA,NA,584,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216448,36,1491240529000,28,1168,26.795522013948524,false,NA,NA,598,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+217154,41,1491241742000,49,1189,27.184554438136374,false,NA,NA,619,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+216890,40,1491245824000,57,1257,28.407745422683583,false,NA,NA,687,monday,false,false,true,true,45.0,1020.0,,,19.48,thunderstorm
3-3-2017+217242,37,1491249423000,57,1317,29.444863728670914,false,NA,NA,747,monday,false,false,true,true,71.0,1021.0,,,14.07,clearorclouds
3-3-2017+217416,45,1491253216000,0,1380,30.495901363953813,false,NA,NA,810,monday,false,false,true,true,71.0,1021.0,,,14.07,clearorclouds
3-3-2017+217328,44,1491256786000,59,1439,31.448370387032774,false,NA,NA,869,monday,false,false,true,true,71.0,1021.0,,,14.07,clearorclouds
3-3-2017+217502,42,1491260396000,59,1499,19.77371993328519,false,NA,NA,929,monday,false,false,true,true,71.0,1021.0,,,14.07,clearorclouds
4-3-2017+217680,28,1491281487000,51,411,6.244997998398398,true,39,NA,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+215704,29,1491283002000,16,436,3.7416573867739413,true,14,NA,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+217592,25,1491284207000,36,456,2.449489742783178,true,NA,6,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+217902,20,1491285335000,55,475,5.0,true,NA,25,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+214384,25,1491286189000,9,489,6.244997998398398,true,NA,39,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+218122,26,1491287020000,23,503,7.280109889280518,true,NA,53,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+214606,21,1491288066000,41,521,8.426149773176359,true,NA,71,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+217856,17,1491289138000,58,538,9.38083151964686,true,NA,88,NA,tuesday,false,false,true,true,93.0,1021.0,,,6.24,mist
4-3-2017+217766,38,1491289759000,9,549,9.9498743710662,true,NA,99,NA,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+218034,37,1491290602000,23,563,10.63014581273465,false,NA,113,NA,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214560,46,1491291467000,37,577,11.269427669584644,false,NA,NA,7,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214694,32,1491292796000,59,599,12.206555615733702,false,NA,NA,29,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+215790,37,1491294539000,28,628,13.341664064126334,false,NA,NA,58,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214826,36,1491296580000,3,663,14.594519519326424,false,NA,NA,93,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214470,47,1491298121000,28,688,15.427248620541512,false,NA,NA,118,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214914,45,1491299983000,59,719,16.401219466856727,false,NA,NA,149,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+214780,25,1491302036000,33,753,17.406895185529212,false,NA,NA,183,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+215134,40,1491303571000,59,779,18.138357147217054,false,NA,NA,209,tuesday,false,false,true,true,76.0,1022.0,,,7.08,mist
4-3-2017+215222,31,1491305538000,32,812,19.026297590440446,false,NA,NA,242,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215046,37,1491307136000,58,838,19.697715603592208,false,NA,NA,268,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215486,37,1491308974000,29,869,20.46948949045872,false,NA,NA,299,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215398,37,1491310727000,58,898,21.166010488516726,false,NA,NA,328,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215878,36,1491312540000,29,929,21.88606862823929,false,NA,NA,359,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215308,32,1491314487000,1,961,22.60530911091463,false,NA,NA,391,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+215966,36,1491316102000,28,988,23.194827009486403,false,NA,NA,418,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+216098,39,1491316898000,41,1001,23.473389188611005,false,NA,NA,431,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+216362,36,1491317843000,57,1017,23.811761799581316,false,NA,NA,447,tuesday,false,false,true,true,55.0,1021.0,,,15.96,clearorclouds
4-3-2017+216626,32,1491318950000,15,1035,24.186773244895647,false,NA,NA,465,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216804,42,1491320575000,42,1062,24.73863375370596,false,NA,NA,492,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+215572,35,1491319755000,29,1049,24.474476501040833,false,NA,NA,479,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216978,36,1491321480000,58,1078,25.059928172283335,false,NA,NA,508,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216274,38,1491322428000,13,1093,25.357444666211933,false,NA,NA,523,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216538,35,1491323297000,28,1108,25.65151067676132,false,NA,NA,538,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216758,34,1491324408000,46,1126,26.0,false,NA,NA,556,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216052,36,1491325123000,58,1138,26.229754097208,false,NA,NA,568,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216184,34,1491326016000,13,1153,26.514147167125703,false,NA,NA,583,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216448,34,1491327005000,30,1170,26.832815729997478,false,NA,NA,600,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+217154,38,1491328211000,50,1190,27.202941017470888,false,NA,NA,620,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+216890,37,1491332149000,55,1255,28.372521918222215,false,NA,NA,685,tuesday,false,false,true,true,42.0,1019.0,,,17.71,clearorclouds
4-3-2017+217242,42,1491335866000,57,1317,29.444863728670914,false,NA,NA,747,tuesday,false,false,true,true,43.0,1020.0,,,13.97,clearorclouds
4-3-2017+217416,39,1491339547000,59,1379,30.479501308256342,false,NA,NA,809,tuesday,false,false,true,true,43.0,1020.0,,,13.97,clearorclouds
4-3-2017+217328,40,1491343346000,2,1442,21.166010488516726,false,NA,NA,872,tuesday,false,false,true,true,43.0,1020.0,,,13.97,clearorclouds
4-3-2017+217502,42,1491346807000,0,1500,19.748417658131498,false,NA,NA,930,tuesday,false,false,true,true,54.0,1021.0,,,10.97,clearorclouds
5-3-2017+217225,30,1491367878000,51,411,6.244997998398398,true,39,NA,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+215249,28,1491369415000,16,436,3.7416573867739413,true,14,NA,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+217447,23,1491371573000,52,472,4.69041575982343,true,NA,22,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+213929,34,1491372414000,6,486,6.0,true,NA,36,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+217137,26,1491370561000,36,456,2.449489742783178,true,NA,6,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+217667,32,1491373423000,23,503,7.280109889280518,true,NA,53,NA,wednesday,false,false,true,true,75.0,1019.0,,,7.26,clearorclouds
5-3-2017+214151,28,1491374397000,39,519,8.306623862918075,true,NA,69,NA,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+217401,32,1491375244000,54,534,9.16515138991168,true,NA,84,NA,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+217311,37,1491376015000,6,546,9.797958971132712,true,NA,96,NA,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+217579,45,1491376966000,22,562,10.583005244258363,false,NA,112,NA,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214105,36,1491377945000,39,579,11.357816691600547,false,NA,NA,9,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214239,36,1491379159000,59,599,12.206555615733702,false,NA,NA,29,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+215335,40,1491380995000,29,629,13.379088160259652,false,NA,NA,59,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214371,39,1491382775000,59,659,14.45683229480096,false,NA,NA,89,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214015,41,1491384481000,28,688,15.427248620541512,false,NA,NA,118,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214459,40,1491386428000,0,720,16.431676725154983,false,NA,NA,150,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214325,36,1491388140000,29,749,17.291616465790582,false,NA,NA,179,wednesday,false,false,true,true,71.0,1021.0,,,8.65,clearorclouds
5-3-2017+214679,36,1491389949000,59,779,18.138357147217054,false,NA,NA,209,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+214767,40,1491391699000,28,808,18.920887928424502,false,NA,NA,238,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+214591,37,1491393539000,58,838,19.697715603592208,false,NA,NA,268,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+215031,34,1491395347000,29,869,20.46948949045872,false,NA,NA,299,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+214943,36,1491397129000,58,898,21.166010488516726,false,NA,NA,328,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+215423,36,1491398940000,29,929,21.88606862823929,false,NA,NA,359,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+214853,40,1491400896000,1,961,22.60530911091463,false,NA,NA,391,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
5-3-2017+215511,36,1491402459000,27,987,23.173260452512935,false,NA,NA,417,wednesday,false,false,true,true,50.0,1021.0,,,13.47,clearorclouds
